pattern_rank,model,error_category,subrule,normalised_annotated_text,distinct_annotations,affected_documents,affected_reviewers,affected_archives,annotations_per_1000_model_tokens,prompt_candidate,example_surface_forms,example_documents,reviewers,archives
727,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,etza,1,1,1,1,0.08582217645039479,False,etza,AGN_Indios_v009_exp003_fs4v-5_01,Arturo,agn_indios
728,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,exon,1,1,1,1,0.08582217645039479,False,exon,AGN_Indios_v019_exp354_2,Alba,agn_indios
729,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,exor,1,1,1,1,0.08582217645039479,False,exor,AGN_AHHacienda_v1292_exp135,Javier,agn_ahhacienda
730,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,exptoval,1,1,1,1,0.08582217645039479,False,exptoval,AGN_Indios_v019_exp354_2,Alba,agn_indios
731,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,fe q,1,1,1,1,0.08582217645039479,False,fe q,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup
732,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,fhos.,1,1,1,1,0.08582217645039479,False,fhos.,AGN_Indios_v009_exp003_fs4v-5_01,Arturo,agn_indios
733,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,fo,1,1,1,1,0.08582217645039479,False,fo,AGN_Indios_v002_exp835,Paloma,agn_indios
734,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,gens.,1,1,1,1,0.08582217645039479,False,gens.,AGS_CE_RG_L379_01,Javier,ags_ce
735,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,ges,1,1,1,1,0.08582217645039479,False,ges,AGN_AHHacienda_v1292_exp135,Javier,agn_ahhacienda
736,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,gobern,1,1,1,1,0.08582217645039479,False,gobern,BnF_116_02,Paco,bnf_116
737,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,gor,1,1,1,1,0.08582217645039479,False,gor,BnF_113_04,Paco,bnf_113
738,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,governdor,1,1,1,1,0.08582217645039479,False,Governdor,AGN_Indios_v019_exp354_2,Alba,agn_indios
739,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,govor,1,1,1,1,0.08582217645039479,False,govor,AGN_Mercedes_v003_exp520,Alba,agn_mercedes
740,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,greco,1,1,1,1,0.08582217645039479,False,greco,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup
741,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,grmo,1,1,1,1,0.08582217645039479,False,grmo,AGI_PATRONATO_182_R3_04,Paco,agi_patronato
742,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,hazda,1,1,1,1,0.08582217645039479,False,hazda,BNE_ms3047_4,Javier,bne_ms3047
743,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,heredo,1,1,1,1,0.08582217645039479,False,heredo,BnF_112_02,Arturo,bnf_112
744,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,hres,1,1,1,1,0.08582217645039479,False,hres,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte
745,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,hrez,1,1,1,1,0.08582217645039479,False,Hrez,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte
746,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,hrrs,1,1,1,1,0.08582217645039479,False,hrrs,BnF_032_36,Paco,bnf_032
747,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,hrz,1,1,1,1,0.08582217645039479,False,hrz,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte
748,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,ilmo.,1,1,1,1,0.08582217645039479,False,Ilmo.,AGI_PATRONATO_182_R3_04,Paco,agi_patronato
749,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,jrme,1,1,1,1,0.08582217645039479,False,jrme,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte
750,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,juo.,1,1,1,1,0.08582217645039479,False,Juo.,AGN_IndiferenteVirreinal_caja4071_exp024_2,Paloma,agn_indiferentevirreinal
751,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,juridicion,1,1,1,1,0.08582217645039479,False,Juridicion,AGN_IndiferenteVirreinal_caja4071_exp024_2,Paloma,agn_indiferentevirreinal
752,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,juró,1,1,1,1,0.08582217645039479,False,juró,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup
753,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,jusgdo,1,1,1,1,0.08582217645039479,False,Jusgdo,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte
754,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,legito,1,1,1,1,0.08582217645039479,False,legito,BnF_112_02,Arturo,bnf_112
755,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,libremte,1,1,1,1,0.08582217645039479,False,libremte,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte
756,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,lopz,1,1,1,1,0.08582217645039479,False,lopz,BnF_112_02,Arturo,bnf_112
757,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,ma.,1,1,1,1,0.08582217645039479,False,ma.,BnF_112_25,Paco,bnf_112
758,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,magdalena,1,1,1,1,0.08582217645039479,False,magdalena,AGN_Indios_v002_exp835,Paloma,agn_indios
759,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mandado,1,1,1,1,0.08582217645039479,False,mandado,AGN_Indios_v019_exp354_2,Alba,agn_indios
760,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mandamyto,1,1,1,1,0.08582217645039479,False,mandamyto,BnF_111_20,Flor,bnf_111
761,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,manl,1,1,1,1,0.08582217645039479,False,ManL,AGN_RealesCedDup_v030_exp874,Alba,agn_realesceddup
762,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,masesca,1,1,1,1,0.08582217645039479,False,Masesca,BNE_ms3047_1,Rodrigo,bne_ms3047
763,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,md.,1,1,1,1,0.08582217645039479,False,md.,BNE_ms3047_1,Rodrigo,bne_ms3047
764,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mex,1,1,1,1,0.08582217645039479,False,mex,BnF_112_02,Arturo,bnf_112
765,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mexio,1,1,1,1,0.08582217645039479,False,mexio,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte
766,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mgd,1,1,1,1,0.08582217645039479,False,mgd,AGN_AHHacienda_v1292_exp135,Javier,agn_ahhacienda
767,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,monje,1,1,1,1,0.08582217645039479,False,monje,BNE_ms3047_1,Rodrigo,bne_ms3047
768,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,moro,1,1,1,1,0.08582217645039479,False,moro,BNE_ms3047_1,Rodrigo,bne_ms3047
769,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,ms,1,1,1,1,0.08582217645039479,False,ms,AGI_CONTRATACION_1091_N3_098,Javier,agi_contratacion
770,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,n,1,1,1,1,0.08582217645039479,False,n,AGN_AHHacienda_v268_exp046_01,Adriana,agn_ahhacienda
771,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,neceso,1,1,1,1,0.08582217645039479,False,neceso,AGI_GUADALAJARA_230_L2_F_45V-46V_1,Edna,agi_guadalajara
772,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,notifiq,1,1,1,1,0.08582217645039479,False,notifiq,BnF_032_36,Paco,bnf_032
773,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,novie,1,1,1,1,0.08582217645039479,False,novie,AGN_AHHacienda_v1292_exp135,Javier,agn_ahhacienda
774,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,nua espa,1,1,1,1,0.08582217645039479,False,nua eSpa,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup
775,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,números,1,1,1,1,0.08582217645039479,False,números,AGI_GUADALAJARA_230_L2_F_45V-46V_2,Adriana,agi_guadalajara
776,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,obligó,1,1,1,1,0.08582217645039479,False,obligó,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup
777,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,ofes,1,1,1,1,0.08582217645039479,False,ofes,AGN_Indios_v019_exp354_2,Alba,agn_indios
778,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,ofrs,1,1,1,1,0.08582217645039479,False,ofrs,AGN_RealesCedDup_v030_exp874,Alba,agn_realesceddup
779,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,ordena,1,1,1,1,0.08582217645039479,False,ordena,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte
780,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,ordin,1,1,1,1,0.08582217645039479,False,ordin,BNE_ms3047_1,Rodrigo,bne_ms3047
781,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,oyes,1,1,1,1,0.08582217645039479,False,oyes,AGI_GUADALAJARA_230_L2_F_45V-46V_2,Adriana,agi_guadalajara
782,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pagra,1,1,1,1,0.08582217645039479,False,pagra,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup
783,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,para,1,1,1,1,0.08582217645039479,False,para,AGN_AHHacienda_v268_exp046_01,Adriana,agn_ahhacienda
784,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,para q,1,1,1,1,0.08582217645039479,False,para q,AGN_IndiferenteVirreinal_caja4071_exp024_2,Paloma,agn_indiferentevirreinal
785,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pedido,1,1,1,1,0.08582217645039479,False,pedido,BnF_075_014,Alba,bnf_075
786,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pedimto.,1,1,1,1,0.08582217645039479,False,pedimto.,BnF_112_02,Arturo,bnf_112
787,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pocos.,1,1,1,1,0.08582217645039479,False,pocos.,AGN_Indios_v009_exp003_fs4v-5_01,Arturo,agn_indios
788,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pod,1,1,1,1,0.08582217645039479,False,pod,AGN_Indios_v019_exp354_2,Alba,agn_indios
789,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,porq,1,1,1,1,0.08582217645039479,False,porq,BnF_111_20,Flor,bnf_111
790,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pra,1,1,1,1,0.08582217645039479,False,pra,BnF_111_20,Flor,bnf_111
791,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,prco,1,1,1,1,0.08582217645039479,False,prco,AGI_PATRONATO_182_R3_04,Paco,agi_patronato
792,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,prestado,1,1,1,1,0.08582217645039479,False,prestado,AGN_Indios_v019_exp354_2,Alba,agn_indios
793,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,preste,1,1,1,1,0.08582217645039479,False,Preste,AGN_AHHacienda_v1292_exp135,Javier,agn_ahhacienda
794,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,prestes,1,1,1,1,0.08582217645039479,False,prestes,AGN_IndiferenteVirreinal_caja4071_exp024_2,Paloma,agn_indiferentevirreinal
795,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,provia,1,1,1,1,0.08582217645039479,False,provia,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte
796,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,provieron,1,1,1,1,0.08582217645039479,False,provieron,BnF_116_02,Paco,bnf_116
797,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,provo,1,1,1,1,0.08582217645039479,False,provo,BnF_032_36,Paco,bnf_032
798,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,ps.,1,1,1,1,0.08582217645039479,False,ps.,BNE_ms3047_1,Rodrigo,bne_ms3047
799,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,psonas,1,1,1,1,0.08582217645039479,False,psonas,BnF_032_36,Paco,bnf_032
800,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pta,1,1,1,1,0.08582217645039479,False,pta,AGN_AHHacienda_v1292_exp135,Javier,agn_ahhacienda
801,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pts,1,1,1,1,0.08582217645039479,False,pts,BnF_032_36,Paco,bnf_032
802,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pturbe,1,1,1,1,0.08582217645039479,False,pturbe,BnF_032_36,Paco,bnf_032
803,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pues,1,1,1,1,0.08582217645039479,False,pues,AGN_Indios_v019_exp354_2,Alba,agn_indios
804,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q a,1,1,1,1,0.08582217645039479,False,q a,BnF_113_22,Paloma,bnf_113
805,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q hara,1,1,1,1,0.08582217645039479,False,q hara,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup
806,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q se,1,1,1,1,0.08582217645039479,False,q se,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup
807,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,q todo,1,1,1,1,0.08582217645039479,False,q todo,BnF_113_22,Paloma,bnf_113
808,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,qdaron,1,1,1,1,0.08582217645039479,False,qdaron,BnF_032_36,Paco,bnf_032
809,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,ql,1,1,1,1,0.08582217645039479,False,ql,BnF_032_36,Paco,bnf_032
810,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,qles,1,1,1,1,0.08582217645039479,False,qles,BnF_111_20,Flor,bnf_111
811,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,qo,1,1,1,1,0.08582217645039479,False,qo,AGI_CONTRATACION_1091_N3_098,Javier,agi_contratacion
812,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,qt,1,1,1,1,0.08582217645039479,False,qt,AGN_AHHacienda_v268_exp046_01,Adriana,agn_ahhacienda
813,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,quinta,1,1,1,1,0.08582217645039479,False,quinta,AGN_Mercedes_v003_exp520,Alba,agn_mercedes
814,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,quytar,1,1,1,1,0.08582217645039479,False,quytar,BnF_111_20,Flor,bnf_111
815,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,qxar,1,1,1,1,0.08582217645039479,False,qxar,BnF_111_20,Flor,bnf_111
816,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,re,1,1,1,1,0.08582217645039479,False,re,AGN_Mercedes_v003_exp520,Alba,agn_mercedes
817,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,rego,1,1,1,1,0.08582217645039479,False,rego,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte
818,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,relón.,1,1,1,1,0.08582217645039479,False,relón.,AGN_Indios_v002_exp835,Paloma,agn_indios
819,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,repartimto,1,1,1,1,0.08582217645039479,False,Repartimto,AGN_Indios_v019_exp354_2,Alba,agn_indios
820,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,residen,1,1,1,1,0.08582217645039479,False,residen,BnF_116_02,Paco,bnf_116
821,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,ron,1,1,1,1,0.08582217645039479,False,Ron ,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup
822,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,rosa,1,1,1,1,0.08582217645039479,False,Rosa,BnF_116_02,Paco,bnf_116
823,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,rtor,1,1,1,1,0.08582217645039479,False,Rtor,AGN_Indios_v019_exp354_2,Alba,agn_indios
824,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,rón,1,1,1,1,0.08582217645039479,False,Rón,AGN_Indios_v009_exp003_fs4v-5_01,Arturo,agn_indios
825,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,s,1,1,1,1,0.08582217645039479,False,S,BNE_ms3047_4,Javier,bne_ms3047
826,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,sa,1,1,1,1,0.08582217645039479,False,sa,BNE_ms3047_1,Rodrigo,bne_ms3047
827,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,segundo,1,1,1,1,0.08582217645039479,False,segundo,BnF_113_04,Paco,bnf_113
828,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,seiscios,1,1,1,1,0.08582217645039479,False,seiscios,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte
829,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,senia,1,1,1,1,0.08582217645039479,False,senia,BnF_032_36,Paco,bnf_032
830,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,servo rl,1,1,1,1,0.08582217645039479,False,Servo RL,AGN_Indios_v009_exp003_fs4v-5_01,Arturo,agn_indios
831,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,sienta,1,1,1,1,0.08582217645039479,False,sienta,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup
832,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,sigue,1,1,1,1,0.08582217645039479,False,sigue,AGI_CONTRATACION_1091_N3_098,Javier,agi_contratacion
833,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,siguiente,1,1,1,1,0.08582217645039479,False,siguiente,AGN_Indios_v002_exp835,Paloma,agn_indios
834,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,sometio,1,1,1,1,0.08582217645039479,False,sometio,AGN_IndiferenteVirreinal_caja4071_exp024_2,Paloma,agn_indiferentevirreinal
835,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,su,1,1,1,1,0.08582217645039479,False,su,BnF_116_02,Paco,bnf_116
836,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,suso dho,1,1,1,1,0.08582217645039479,False,suso dho,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup
837,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,tanto,1,1,1,1,0.08582217645039479,False,tanto,AGN_Indios_v019_exp354_2,Alba,agn_indios
838,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,tenido,1,1,1,1,0.08582217645039479,False,tenido,AGN_Indios_v009_exp003_fs4v-5_01,Arturo,agn_indios
839,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,tenie,1,1,1,1,0.08582217645039479,False,tenie,BnF_032_36,Paco,bnf_032
840,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,tes,1,1,1,1,0.08582217645039479,False,Tes,AGN_AHHacienda_v1292_exp135,Javier,agn_ahhacienda
841,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,teso,1,1,1,1,0.08582217645039479,False,Teso,AGN_AHHacienda_v1292_exp135,Javier,agn_ahhacienda
842,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,thenie,1,1,1,1,0.08582217645039479,False,Thenie,AGN_AHHacienda_v1292_exp135,Javier,agn_ahhacienda
843,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,theso,1,1,1,1,0.08582217645039479,False,Theso,AGN_AHHacienda_v1292_exp135,Javier,agn_ahhacienda
844,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,tlacotepeq,1,1,1,1,0.08582217645039479,False,tlacotepeq,BnF_032_36,Paco,bnf_032
845,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,trato,1,1,1,1,0.08582217645039479,False,trato,BnF_104_2,Paco,bnf_104
846,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,trras,1,1,1,1,0.08582217645039479,False,trras,BnF_032_36,Paco,bnf_032
847,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,v ala.,1,1,1,1,0.08582217645039479,False,v ala.,BnF_116_02,Paco,bnf_116
848,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,v s ilma,1,1,1,1,0.08582217645039479,False,v s Ilma,BnF_112_02,Arturo,bnf_112
849,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,valle,1,1,1,1,0.08582217645039479,False,valle,BNE_ms3047_1,Rodrigo,bne_ms3047
850,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,velasqz,1,1,1,1,0.08582217645039479,False,Velasqz,AGN_Indios_v019_exp354_2,Alba,agn_indios
851,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,vezio,1,1,1,1,0.08582217645039479,False,vezio,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte
852,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,vio,1,1,1,1,0.08582217645039479,False,vio,AGI_INDIFERENTE_2065_N45_09,Rodrigo,agi_indiferente
853,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,vlld,1,1,1,1,0.08582217645039479,False,Vlld,BNE_ms3047_1,Rodrigo,bne_ms3047
854,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,vs.,1,1,1,1,0.08582217645039479,False,vs.,BnF_112_02,Arturo,bnf_112
855,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,vzo,1,1,1,1,0.08582217645039479,False,Vzo,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup
856,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,xalpantepeq,1,1,1,1,0.08582217645039479,False,xalpantepeq,BnF_113_04,Paco,bnf_113
857,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,xpoval,1,1,1,1,0.08582217645039479,False,Xpoval,AGI_INDIFERENTE_2065_N45_09,Rodrigo,agi_indiferente
858,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,y q,1,1,1,1,0.08582217645039479,False,y q,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup
859,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,yllmo,1,1,1,1,0.08582217645039479,False,yllmo,AGI_PATRONATO_182_R3_01,Alba,agi_patronato
860,GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,yos,1,1,1,1,0.08582217645039479,False,yos,BNE_ms3047_1,Rodrigo,bne_ms3047
861,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,acapco,1,1,1,1,0.08582217645039479,False,acapco,AGN_RealesCedDup_v030_exp874,Alba,agn_realesceddup
862,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,al,1,1,1,1,0.08582217645039479,False,al,BnF_075_014,Alba,bnf_075
863,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,alga,1,1,1,1,0.08582217645039479,False,alga,AGN_AHHacienda_v268_exp046_01,Adriana,agn_ahhacienda
864,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,allde,1,1,1,1,0.08582217645039479,False,allde,BnF_112_23,Edna,bnf_112
865,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,cabezeras,1,1,1,1,0.08582217645039479,False,cabezeras,AGI_PATRONATO_181_R13_1,Paloma,agi_patronato
866,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,casas,1,1,1,1,0.08582217645039479,False,casas,BnF_075_014,Alba,bnf_075
867,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,cualqr,1,1,1,1,0.08582217645039479,False,cualqr,BnF_112_04,Paloma,bnf_112
868,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dhas,1,1,1,1,0.08582217645039479,False,dhas,BnF_112_23,Edna,bnf_112
869,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,diligja,1,1,1,1,0.08582217645039479,False,diligja,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup
870,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dixo,1,1,1,1,0.08582217645039479,False,dixo,BnF_113_22,Paloma,bnf_113
871,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,don,1,1,1,1,0.08582217645039479,False,Don,AGS_CE_RG_L379_01,Javier,ags_ce
872,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,escribió,1,1,1,1,0.08582217645039479,False,escribió,AGI_INDIFERENTE_2065_N45_09,Rodrigo,agi_indiferente
873,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,excurso,1,1,1,1,0.08582217645039479,False,excurso,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup
874,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,fue,1,1,1,1,0.08582217645039479,False,fue,AGN_Marina_v002_exp024_005,Flor,agn_marina
875,GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,gl,1,1,1,1,0.08582217645039479,False,GL,AGN_Indios_v019_exp354_2,Alba,agn_indios
