pattern_row_id,analysis_scope,model,normalised_annotated_form,effective_error_category,effective_subrule,distinct_annotations,affected_documents,affected_reviewers,affected_archives,example_surface_forms,example_documents,reviewers,archives,all_form_annotations,rule_share_for_form,rule_share_wilson_lower_95,recurrent_across_documents_and_reviewers
3297,model,Llama 3.3 70B · 12 000 TPM,"iztaquihuitlan, mastitlan",Cambios,Sustitución,1,1,1,1,"Iztaquihuitlan, Mastitlan",BnF_075_003,Adriana,bnf_075,1,1.0,0.20654931437723742,False
3298,all_models,ALL_MODELS,jasso,Filológicas - mecánicas,Regularización de sibilantes,1,1,1,1,Jasso,AGN_RealesCedDup_v030_exp874,Alba,agn_realesceddup,1,1.0,0.20654931437723742,False
3299,model,GPT OSS 120B · 8 000 TPM,jasso,Filológicas - mecánicas,Regularización de sibilantes,1,1,1,1,Jasso,AGN_RealesCedDup_v030_exp874,Alba,agn_realesceddup,1,1.0,0.20654931437723742,False
3300,all_models,ALL_MODELS,jerónimo,Cambios,Sustitución,1,1,1,1,Jerónimo,BnF_243_18,Adriana,bnf_243,1,1.0,0.20654931437723742,False
3301,model,Llama 3.3 70B · 12 000 TPM,jerónimo,Cambios,Sustitución,1,1,1,1,Jerónimo,BnF_243_18,Adriana,bnf_243,1,1.0,0.20654931437723742,False
3302,all_models,ALL_MODELS,jrme,Abreviaturas,Expansión completa,1,1,1,1,jrme,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
3303,model,GPT OSS 120B · 8 000 TPM,jrme,Abreviaturas,Expansión completa,1,1,1,1,jrme,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
3304,all_models,ALL_MODELS,"juan, y",Puntuación,"Coma (,)",1,1,1,1,"Juan, y",BnF_174_03,Arturo,bnf_174,1,1.0,0.20654931437723742,False
3305,model,Llama 3.3 70B · 12 000 TPM,"juan, y",Puntuación,"Coma (,)",1,1,1,1,"Juan, y",BnF_174_03,Arturo,bnf_174,1,1.0,0.20654931437723742,False
3306,model,Llama 3.3 70B · 12 000 TPM,juez,Abreviaturas,Expansión completa,1,1,1,1,juez,utblac_gg_mss_g62_duplicated_11,Alba,utblac_gg,1,1.0,0.20654931437723742,False
3307,model,GPT OSS 120B · 8 000 TPM,juez,Puntuación,No sub-rule assigned,1,1,1,1,Juez,BnF_112_02,Arturo,bnf_112,1,1.0,0.20654931437723742,False
3308,all_models,ALL_MODELS,juio,Abreviaturas,No sub-rule assigned,1,1,1,1,juio,BnF_112_04,Paloma,bnf_112,1,1.0,0.20654931437723742,False
3309,model,GPT OSS 120B · 8 000 TPM,juio,Abreviaturas,No sub-rule assigned,1,1,1,1,juio,BnF_112_04,Paloma,bnf_112,1,1.0,0.20654931437723742,False
3310,all_models,ALL_MODELS,jullio,Filológicas - mecánicas,Simplificación de grupos consonánticos,1,1,1,1,Jullio,AGN_AHHacienda_v268_exp046_01,Adriana,agn_ahhacienda,1,1.0,0.20654931437723742,False
3311,model,GPT OSS 120B · 8 000 TPM,jullio,Filológicas - mecánicas,Simplificación de grupos consonánticos,1,1,1,1,Jullio,AGN_AHHacienda_v268_exp046_01,Adriana,agn_ahhacienda,1,1.0,0.20654931437723742,False
3312,all_models,ALL_MODELS,jun,Abreviaturas,No sub-rule assigned,1,1,1,1,Jun,AGN_Inquisicion_v1570A_exp134_fs159-160v_04,Flor,agn_inquisicion,1,1.0,0.20654931437723742,False
3313,model,GPT OSS 120B · 8 000 TPM,jun,Abreviaturas,No sub-rule assigned,1,1,1,1,Jun,AGN_Inquisicion_v1570A_exp134_fs159-160v_04,Flor,agn_inquisicion,1,1.0,0.20654931437723742,False
3314,all_models,ALL_MODELS,juntaron,Cambios,Sustitución,1,1,1,1,Juntaron,BnF_266_06,Adriana,bnf_266,1,1.0,0.20654931437723742,False
3315,model,Llama 3.3 70B · 12 000 TPM,juntaron,Cambios,Sustitución,1,1,1,1,Juntaron,BnF_266_06,Adriana,bnf_266,1,1.0,0.20654931437723742,False
3316,all_models,ALL_MODELS,juo.,Abreviaturas,Expansión completa,1,1,1,1,Juo.,AGN_IndiferenteVirreinal_caja4071_exp024_2,Paloma,agn_indiferentevirreinal,1,1.0,0.20654931437723742,False
3317,model,GPT OSS 120B · 8 000 TPM,juo.,Abreviaturas,Expansión completa,1,1,1,1,Juo.,AGN_IndiferenteVirreinal_caja4071_exp024_2,Paloma,agn_indiferentevirreinal,1,1.0,0.20654931437723742,False
3318,all_models,ALL_MODELS,juramento,Cambios,Otros,1,1,1,1,Juramento,AGI_INDIFERENTE_2065_N45_09,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
3319,model,GPT OSS 120B · 8 000 TPM,juramento,Cambios,Otros,1,1,1,1,Juramento,AGI_INDIFERENTE_2065_N45_09,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
3320,all_models,ALL_MODELS,"juramento, y",Puntuación,"Coma (,)",1,1,1,1,"juramento, y",BnF_032_23,Arturo,bnf_032,1,1.0,0.20654931437723742,False
3321,model,Llama 3.3 70B · 12 000 TPM,"juramento, y",Puntuación,"Coma (,)",1,1,1,1,"juramento, y",BnF_032_23,Arturo,bnf_032,1,1.0,0.20654931437723742,False
3322,all_models,ALL_MODELS,jurisdicción se,Cambios,Deleción,1,1,1,1,jurisdicción se,LoC_HPKraus_146_new_13,Paco,loc_hpkraus,1,1.0,0.20654931437723742,False
3323,model,Llama 3.3 70B · 12 000 TPM,jurisdicción se,Cambios,Deleción,1,1,1,1,jurisdicción se,LoC_HPKraus_146_new_13,Paco,loc_hpkraus,1,1.0,0.20654931437723742,False
3324,all_models,ALL_MODELS,"jurisdicción, don",Cambios,Inserción,1,1,1,1,"Jurisdicción, Don",AGS_CE_RG_L379_02,Arturo,ags_ce,1,1.0,0.20654931437723742,False
3325,model,Llama 3.3 70B · 12 000 TPM,"jurisdicción, don",Cambios,Inserción,1,1,1,1,"Jurisdicción, Don",AGS_CE_RG_L379_02,Arturo,ags_ce,1,1.0,0.20654931437723742,False
3326,all_models,ALL_MODELS,"jurisdicción, don",Puntuación,Punto (.),1,1,1,1,"Jurisdicción, Don",AGS_CE_RG_L379_02,Arturo,ags_ce,1,1.0,0.20654931437723742,False
3327,model,Llama 3.3 70B · 12 000 TPM,"jurisdicción, don",Puntuación,Punto (.),1,1,1,1,"Jurisdicción, Don",AGS_CE_RG_L379_02,Arturo,ags_ce,1,1.0,0.20654931437723742,False
3328,all_models,ALL_MODELS,juró,Abreviaturas,Expansión completa,1,1,1,1,juró,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup,1,1.0,0.20654931437723742,False
3329,model,GPT OSS 120B · 8 000 TPM,juró,Abreviaturas,Expansión completa,1,1,1,1,juró,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup,1,1.0,0.20654931437723742,False
3330,all_models,ALL_MODELS,jusgado,Filológicas - mecánicas,Regularización de sibilantes,1,1,1,1,jusgado,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup,1,1.0,0.20654931437723742,False
3331,model,GPT OSS 120B · 8 000 TPM,jusgado,Filológicas - mecánicas,Regularización de sibilantes,1,1,1,1,jusgado,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup,1,1.0,0.20654931437723742,False
3332,all_models,ALL_MODELS,jusgdo,Abreviaturas,Expansión completa,1,1,1,1,Jusgdo,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
3333,model,GPT OSS 120B · 8 000 TPM,jusgdo,Abreviaturas,Expansión completa,1,1,1,1,Jusgdo,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
3334,all_models,ALL_MODELS,justas,Abreviaturas,Expansión completa,1,1,1,1,justas,LoC_HPKraus_146_new_13,Paco,loc_hpkraus,1,1.0,0.20654931437723742,False
3335,model,Llama 3.3 70B · 12 000 TPM,justas,Abreviaturas,Expansión completa,1,1,1,1,justas,LoC_HPKraus_146_new_13,Paco,loc_hpkraus,1,1.0,0.20654931437723742,False
3336,all_models,ALL_MODELS,juzgados,Cambios,Sustitución,1,1,1,1,juzgados,BnF_174_05,Adriana,bnf_174,1,1.0,0.20654931437723742,False
3337,model,Llama 3.3 70B · 12 000 TPM,juzgados,Cambios,Sustitución,1,1,1,1,juzgados,BnF_174_05,Adriana,bnf_174,1,1.0,0.20654931437723742,False
3338,all_models,ALL_MODELS,"juzgados,",Cambios,Sustitución,1,1,1,1,"juzgados,",BnF_174_05,Adriana,bnf_174,1,1.0,0.20654931437723742,False
3339,model,Llama 3.3 70B · 12 000 TPM,"juzgados,",Cambios,Sustitución,1,1,1,1,"juzgados,",BnF_174_05,Adriana,bnf_174,1,1.0,0.20654931437723742,False
3340,all_models,ALL_MODELS,"juzgados,",Puntuación,"Coma (,)",1,1,1,1,"juzgados,",BnF_174_05,Adriana,bnf_174,1,1.0,0.20654931437723742,False
3341,model,Llama 3.3 70B · 12 000 TPM,"juzgados,",Puntuación,"Coma (,)",1,1,1,1,"juzgados,",BnF_174_05,Adriana,bnf_174,1,1.0,0.20654931437723742,False
3342,all_models,ALL_MODELS,juzgo,Abreviaturas,Expansión completa,1,1,1,1,juzgo,BP_CM_R481_071_2,Adriana,bp_cm,1,1.0,0.20654931437723742,False
3343,model,Llama 3.3 70B · 12 000 TPM,juzgo,Abreviaturas,Expansión completa,1,1,1,1,juzgo,BP_CM_R481_071_2,Adriana,bp_cm,1,1.0,0.20654931437723742,False
3344,all_models,ALL_MODELS,ketzalcoatl,Filológicas - instrucciones,Regularización de labiales (b/v),1,1,1,1,Ketzalcoatl,BnF_264_12,Edna,bnf_264,1,1.0,0.20654931437723742,False
3345,model,Llama 3.3 70B · 12 000 TPM,ketzalcoatl,Filológicas - instrucciones,Regularización de labiales (b/v),1,1,1,1,Ketzalcoatl,BnF_264_12,Edna,bnf_264,1,1.0,0.20654931437723742,False
3346,all_models,ALL_MODELS,la corte,Cambios,Deleción,1,1,1,1,la Corte,BnF_032_39,Paloma,bnf_032,1,1.0,0.20654931437723742,False
3347,model,Llama 3.3 70B · 12 000 TPM,la corte,Cambios,Deleción,1,1,1,1,la Corte,BnF_032_39,Paloma,bnf_032,1,1.0,0.20654931437723742,False
3348,all_models,ALL_MODELS,la dicha almoneda,Cambios,Inserción,1,1,1,1,la dicha Almoneda,BnF_118_05,Alba,bnf_118,1,1.0,0.20654931437723742,False
3349,model,Llama 3.3 70B · 12 000 TPM,la dicha almoneda,Cambios,Inserción,1,1,1,1,la dicha Almoneda,BnF_118_05,Alba,bnf_118,1,1.0,0.20654931437723742,False
3350,all_models,ALL_MODELS,la dicha real almoneda,Cambios,Inserción,1,1,1,1,la dicha Real Almoneda,BnF_118_05,Alba,bnf_118,1,1.0,0.20654931437723742,False
3351,model,Llama 3.3 70B · 12 000 TPM,la dicha real almoneda,Cambios,Inserción,1,1,1,1,la dicha Real Almoneda,BnF_118_05,Alba,bnf_118,1,1.0,0.20654931437723742,False
3352,all_models,ALL_MODELS,la echaron,Cambios,Inserción,1,1,1,1,la echaron,UIA_Ms149_Exp3_04,Alba,uia_ms149,1,1.0,0.20654931437723742,False
3353,model,Llama 3.3 70B · 12 000 TPM,la echaron,Cambios,Inserción,1,1,1,1,la echaron,UIA_Ms149_Exp3_04,Alba,uia_ms149,1,1.0,0.20654931437723742,False
3354,all_models,ALL_MODELS,"la nariz,",Cambios,Deleción,1,1,1,1,"la nariz,",BnF_264_12,Edna,bnf_264,1,1.0,0.20654931437723742,False
3355,model,Llama 3.3 70B · 12 000 TPM,"la nariz,",Cambios,Deleción,1,1,1,1,"la nariz,",BnF_264_12,Edna,bnf_264,1,1.0,0.20654931437723742,False
3356,all_models,ALL_MODELS,la tarde.,Cambios,Inserción,1,1,1,1,la tarde.,BP_CM_R494_156_2,Javier,bp_cm,1,1.0,0.20654931437723742,False
3357,model,Llama 3.3 70B · 12 000 TPM,la tarde.,Cambios,Inserción,1,1,1,1,la tarde.,BP_CM_R494_156_2,Javier,bp_cm,1,1.0,0.20654931437723742,False
3358,all_models,ALL_MODELS,la tierra es muy fértil,Cambios,Inserción,1,1,1,1,la tierra es muy fértil,AGI_INDIFERENTE_1529_N8_06,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
3359,model,Llama 3.3 70B · 12 000 TPM,la tierra es muy fértil,Cambios,Inserción,1,1,1,1,la tierra es muy fértil,AGI_INDIFERENTE_1529_N8_06,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
3360,all_models,ALL_MODELS,la tierra es muy fértil,Cambios,Otros,1,1,1,1,la tierra es muy fértil,AGI_INDIFERENTE_1529_N8_06,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
3361,model,Llama 3.3 70B · 12 000 TPM,la tierra es muy fértil,Cambios,Otros,1,1,1,1,la tierra es muy fértil,AGI_INDIFERENTE_1529_N8_06,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
3362,all_models,ALL_MODELS,"laborios,",Puntuación,"Coma (,)",1,1,1,1,"laborios,",AGN_IndiferenteVirreinal_caja4156_exp025,Javier,agn_indiferentevirreinal,1,1.0,0.20654931437723742,False
3363,model,Llama 3.3 70B · 12 000 TPM,"laborios,",Puntuación,"Coma (,)",1,1,1,1,"laborios,",AGN_IndiferenteVirreinal_caja4156_exp025,Javier,agn_indiferentevirreinal,1,1.0,0.20654931437723742,False
3364,all_models,ALL_MODELS,las de,Cambios,Inserción,1,1,1,1,las de,BnF_264_02,Paloma,bnf_264,1,1.0,0.20654931437723742,False
3365,model,Llama 3.3 70B · 12 000 TPM,las de,Cambios,Inserción,1,1,1,1,las de,BnF_264_02,Paloma,bnf_264,1,1.0,0.20654931437723742,False
3366,all_models,ALL_MODELS,le,Cambios,Otros,1,1,1,1,Le,BNE_ms3047_1,Rodrigo,bne_ms3047,1,1.0,0.20654931437723742,False
3367,model,GPT OSS 120B · 8 000 TPM,le,Cambios,Otros,1,1,1,1,Le,BNE_ms3047_1,Rodrigo,bne_ms3047,1,1.0,0.20654931437723742,False
3368,all_models,ALL_MODELS,le das,Cambios,Inserción,1,1,1,1,le das,BnF_030_21,Edna,bnf_030,1,1.0,0.20654931437723742,False
3369,model,GPT OSS 120B · 8 000 TPM,le das,Cambios,Inserción,1,1,1,1,le das,BnF_030_21,Edna,bnf_030,1,1.0,0.20654931437723742,False
3370,all_models,ALL_MODELS,le das,Cambios,Sustitución,1,1,1,1,le das,BnF_030_21,Edna,bnf_030,1,1.0,0.20654931437723742,False
3371,model,GPT OSS 120B · 8 000 TPM,le das,Cambios,Sustitución,1,1,1,1,le das,BnF_030_21,Edna,bnf_030,1,1.0,0.20654931437723742,False
3372,all_models,ALL_MODELS,le hechizó,Cambios,Deleción,1,1,1,1,le hechizó,utblac_gg_mss_g62_duplicated_15,Paco,utblac_gg,1,1.0,0.20654931437723742,False
3373,model,Llama 3.3 70B · 12 000 TPM,le hechizó,Cambios,Deleción,1,1,1,1,le hechizó,utblac_gg_mss_g62_duplicated_15,Paco,utblac_gg,1,1.0,0.20654931437723742,False
3374,all_models,ALL_MODELS,lease,Acentuación,No sub-rule assigned,1,1,1,1,lease,BnF_117_14,Alba,bnf_117,1,1.0,0.20654931437723742,False
3375,model,Llama 3.3 70B · 12 000 TPM,lease,Acentuación,No sub-rule assigned,1,1,1,1,lease,BnF_117_14,Alba,bnf_117,1,1.0,0.20654931437723742,False
3376,all_models,ALL_MODELS,lebanto,Filológicas - instrucciones,Regularización de labiales (b/v),1,1,1,1,lebanto,BnF_111_20,Flor,bnf_111,1,1.0,0.20654931437723742,False
3377,model,GPT OSS 120B · 8 000 TPM,lebanto,Filológicas - instrucciones,Regularización de labiales (b/v),1,1,1,1,lebanto,BnF_111_20,Flor,bnf_111,1,1.0,0.20654931437723742,False
3378,all_models,ALL_MODELS,legito,Abreviaturas,Expansión completa,1,1,1,1,legito,BnF_112_02,Arturo,bnf_112,1,1.0,0.20654931437723742,False
3379,model,GPT OSS 120B · 8 000 TPM,legito,Abreviaturas,Expansión completa,1,1,1,1,legito,BnF_112_02,Arturo,bnf_112,1,1.0,0.20654931437723742,False
3380,all_models,ALL_MODELS,legítima,Cambios,Sustitución,1,1,1,1,legítima,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,Arturo,agn_hospjesus,1,1.0,0.20654931437723742,False
3381,model,Llama 3.3 70B · 12 000 TPM,legítima,Cambios,Sustitución,1,1,1,1,legítima,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,Arturo,agn_hospjesus,1,1.0,0.20654931437723742,False
3382,all_models,ALL_MODELS,les dijeron,Cambios,Sustitución,1,1,1,1,les dijeron,BnF_266_10,Flor,bnf_266,1,1.0,0.20654931437723742,False
3383,model,Llama 3.3 70B · 12 000 TPM,les dijeron,Cambios,Sustitución,1,1,1,1,les dijeron,BnF_266_10,Flor,bnf_266,1,1.0,0.20654931437723742,False
3384,all_models,ALL_MODELS,"levantados, y",Puntuación,"Coma (,)",1,1,1,1,"levantados, y",BnF_075_026,Arturo,bnf_075,1,1.0,0.20654931437723742,False
3385,model,Llama 3.3 70B · 12 000 TPM,"levantados, y",Puntuación,"Coma (,)",1,1,1,1,"levantados, y",BnF_075_026,Arturo,bnf_075,1,1.0,0.20654931437723742,False
3386,all_models,ALL_MODELS,ley leída,Cambios,Sustitución,1,1,1,1,ley leída,BnF_113_04,Paco,bnf_113,1,1.0,0.20654931437723742,False
3387,model,GPT OSS 120B · 8 000 TPM,ley leída,Cambios,Sustitución,1,1,1,1,ley leída,BnF_113_04,Paco,bnf_113,1,1.0,0.20654931437723742,False
3388,all_models,ALL_MODELS,leyes no vale,Cambios,Deleción,1,1,1,1,leyes no vale,LoC_HPKraus_146_new_13,Paco,loc_hpkraus,1,1.0,0.20654931437723742,False
3389,model,Llama 3.3 70B · 12 000 TPM,leyes no vale,Cambios,Deleción,1,1,1,1,leyes no vale,LoC_HPKraus_146_new_13,Paco,loc_hpkraus,1,1.0,0.20654931437723742,False
3390,all_models,ALL_MODELS,libre,Cambios,Inserción,1,1,1,1,libre,BnF_032_36,Paco,bnf_032,1,1.0,0.20654931437723742,False
3391,model,GPT OSS 120B · 8 000 TPM,libre,Cambios,Inserción,1,1,1,1,libre,BnF_032_36,Paco,bnf_032,1,1.0,0.20654931437723742,False
3392,all_models,ALL_MODELS,libremte,Abreviaturas,Expansión completa,1,1,1,1,libremte,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
3393,model,GPT OSS 120B · 8 000 TPM,libremte,Abreviaturas,Expansión completa,1,1,1,1,libremte,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
3394,all_models,ALL_MODELS,licencia fecho,Puntuación,Punto (.),1,1,1,1,licencia fecho,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
3395,model,GPT OSS 120B · 8 000 TPM,licencia fecho,Puntuación,Punto (.),1,1,1,1,licencia fecho,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
3396,all_models,ALL_MODELS,licencia prosigan,Puntuación,"Coma (,)",1,1,1,1,licencia prosigan,LoC_HPKraus_138_new_07,Edna,loc_hpkraus,1,1.0,0.20654931437723742,False
3397,model,Llama 3.3 70B · 12 000 TPM,licencia prosigan,Puntuación,"Coma (,)",1,1,1,1,licencia prosigan,LoC_HPKraus_138_new_07,Edna,loc_hpkraus,1,1.0,0.20654931437723742,False
3398,all_models,ALL_MODELS,lima,Cambios,Otros,1,1,1,1,lima,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
3399,model,GPT OSS 120B · 8 000 TPM,lima,Cambios,Otros,1,1,1,1,lima,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
3400,all_models,ALL_MODELS,"limosnas, que",Puntuación,"Coma (,)",1,1,1,1,"Limosnas, que",BnF_174_03,Arturo,bnf_174,1,1.0,0.20654931437723742,False
3401,model,Llama 3.3 70B · 12 000 TPM,"limosnas, que",Puntuación,"Coma (,)",1,1,1,1,"Limosnas, que",BnF_174_03,Arturo,bnf_174,1,1.0,0.20654931437723742,False
3402,all_models,ALL_MODELS,lineal,Cambios,Sustitución,1,1,1,1,lineal,AGS_CE_RG_L379_05,Flor,ags_ce,1,1.0,0.20654931437723742,False
3403,model,Llama 3.3 70B · 12 000 TPM,lineal,Cambios,Sustitución,1,1,1,1,lineal,AGS_CE_RG_L379_05,Flor,ags_ce,1,1.0,0.20654931437723742,False
3404,all_models,ALL_MODELS,lizardo,Abreviaturas,No sub-rule assigned,1,1,1,1,Lizardo,AGS_CE_RG_L379_01,Javier,ags_ce,1,1.0,0.20654931437723742,False
3405,model,GPT OSS 120B · 8 000 TPM,lizardo,Abreviaturas,No sub-rule assigned,1,1,1,1,Lizardo,AGS_CE_RG_L379_01,Javier,ags_ce,1,1.0,0.20654931437723742,False
3406,all_models,ALL_MODELS,lizardo,Cambios,Sustitución,1,1,1,1,Lizardo,AGS_CE_RG_L379_01,Javier,ags_ce,1,1.0,0.20654931437723742,False
3407,model,GPT OSS 120B · 8 000 TPM,lizardo,Cambios,Sustitución,1,1,1,1,Lizardo,AGS_CE_RG_L379_01,Javier,ags_ce,1,1.0,0.20654931437723742,False
3408,all_models,ALL_MODELS,"llama,",Puntuación,"Coma (,)",1,1,1,1,"llama,",BnF_112_02,Arturo,bnf_112,1,1.0,0.20654931437723742,False
3409,model,GPT OSS 120B · 8 000 TPM,"llama,",Puntuación,"Coma (,)",1,1,1,1,"llama,",BnF_112_02,Arturo,bnf_112,1,1.0,0.20654931437723742,False
3410,all_models,ALL_MODELS,llamado hernán,Cambios,Deleción,1,1,1,1,llamado Hernán,utblac_gg_mss_g62_duplicated_09,Flor,utblac_gg,1,1.0,0.20654931437723742,False
3411,model,Llama 3.3 70B · 12 000 TPM,llamado hernán,Cambios,Deleción,1,1,1,1,llamado Hernán,utblac_gg_mss_g62_duplicated_09,Flor,utblac_gg,1,1.0,0.20654931437723742,False
3412,all_models,ALL_MODELS,llamaron a,Cambios,Sustitución,1,1,1,1,Llamaron a,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
3413,model,Llama 3.3 70B · 12 000 TPM,llamaron a,Cambios,Sustitución,1,1,1,1,Llamaron a,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
3414,all_models,ALL_MODELS,llamã³,Cambios,Otros,1,1,1,1,llamÃ³,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
3415,model,Llama 3.3 70B · 12 000 TPM,llamã³,Cambios,Otros,1,1,1,1,llamÃ³,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
3416,all_models,ALL_MODELS,llamã³,Cambios,Sustitución,1,1,1,1,llamÃ³,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
3417,model,Llama 3.3 70B · 12 000 TPM,llamã³,Cambios,Sustitución,1,1,1,1,llamÃ³,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
3418,all_models,ALL_MODELS,llanos,Cambios,Sustitución,1,1,1,1,llanos,BnF_174_06,Javier,bnf_174,1,1.0,0.20654931437723742,False
3419,model,Llama 3.3 70B · 12 000 TPM,llanos,Cambios,Sustitución,1,1,1,1,llanos,BnF_174_06,Javier,bnf_174,1,1.0,0.20654931437723742,False
3420,all_models,ALL_MODELS,llebaron,Filológicas - instrucciones,Regularización de labiales (b/v),1,1,1,1,llebaron,BnF_111_20,Flor,bnf_111,1,1.0,0.20654931437723742,False
3421,model,GPT OSS 120B · 8 000 TPM,llebaron,Filológicas - instrucciones,Regularización de labiales (b/v),1,1,1,1,llebaron,BnF_111_20,Flor,bnf_111,1,1.0,0.20654931437723742,False
3422,all_models,ALL_MODELS,llebe,Cambios,Sustitución,1,1,1,1,Llebe,BnF_032_39,Paloma,bnf_032,1,1.0,0.20654931437723742,False
3423,model,Llama 3.3 70B · 12 000 TPM,llebe,Cambios,Sustitución,1,1,1,1,Llebe,BnF_032_39,Paloma,bnf_032,1,1.0,0.20654931437723742,False
3424,all_models,ALL_MODELS,llebe,Filológicas - instrucciones,Regularización de labiales (b/v),1,1,1,1,Llebe,BnF_032_39,Paloma,bnf_032,1,1.0,0.20654931437723742,False
3425,model,Llama 3.3 70B · 12 000 TPM,llebe,Filológicas - instrucciones,Regularización de labiales (b/v),1,1,1,1,Llebe,BnF_032_39,Paloma,bnf_032,1,1.0,0.20654931437723742,False
3426,all_models,ALL_MODELS,llega. hasta,Puntuación,Punto (.),1,1,1,1,llega. hasta,BnF_112_25,Paco,bnf_112,1,1.0,0.20654931437723742,False
3427,model,GPT OSS 120B · 8 000 TPM,llega. hasta,Puntuación,Punto (.),1,1,1,1,llega. hasta,BnF_112_25,Paco,bnf_112,1,1.0,0.20654931437723742,False
3428,all_models,ALL_MODELS,llevando,Cambios,Sustitución,1,1,1,1,llevando,BnF_266_10,Flor,bnf_266,1,1.0,0.20654931437723742,False
3429,model,Llama 3.3 70B · 12 000 TPM,llevando,Cambios,Sustitución,1,1,1,1,llevando,BnF_266_10,Flor,bnf_266,1,1.0,0.20654931437723742,False
3430,all_models,ALL_MODELS,llevar las,Cambios,Otros,1,1,1,1,llevar las,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
3431,model,GPT OSS 120B · 8 000 TPM,llevar las,Cambios,Otros,1,1,1,1,llevar las,AGN_GralParte_v006_exp617_01,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
3432,all_models,ALL_MODELS,llevaran,Cambios,Inserción,1,1,1,1,llevaran,BnF_167_25,Paco,bnf_167,1,1.0,0.20654931437723742,False
3433,model,Llama 3.3 70B · 12 000 TPM,llevaran,Cambios,Inserción,1,1,1,1,llevaran,BnF_167_25,Paco,bnf_167,1,1.0,0.20654931437723742,False
3434,all_models,ALL_MODELS,llevaron,Cambios,Sustitución,1,1,1,1,llevaron,BnF_266_10,Flor,bnf_266,1,1.0,0.20654931437723742,False
3435,model,Llama 3.3 70B · 12 000 TPM,llevaron,Cambios,Sustitución,1,1,1,1,llevaron,BnF_266_10,Flor,bnf_266,1,1.0,0.20654931437723742,False
3436,all_models,ALL_MODELS,llevã¡ndolo,Cambios,Otros,1,1,1,1,llevÃ¡ndolo,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
3437,model,Llama 3.3 70B · 12 000 TPM,llevã¡ndolo,Cambios,Otros,1,1,1,1,llevÃ¡ndolo,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
3438,all_models,ALL_MODELS,llevã¡ndolo,Cambios,Sustitución,1,1,1,1,llevÃ¡ndolo,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
3439,model,Llama 3.3 70B · 12 000 TPM,llevã¡ndolo,Cambios,Sustitución,1,1,1,1,llevÃ¡ndolo,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
3440,all_models,ALL_MODELS,lo dicho,Cambios,Deleción,1,1,1,1,lo dicho,AGI_INDIFERENTE_2065_N45_09,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
